shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
300017,42.3757194195,-72.5070376671,130003
300017,42.3756979399,-72.5063563168,130004
300017,42.3756631308,-72.5053157456,130005
300017,42.3756652327,-72.5050752056,130006
300017,42.375691095,-72.5046277799,130007
300017,42.3757822929,-72.503926013,130008
300017,42.37605877,-72.5021168381,130009
300017,42.3761863315,-72.5015233432,130010
300017,42.3761863315,-72.5015233432,140001
300017,42.3762761318,-72.5011061639,140002
300017,42.3759696252,-72.5010087832,140003
300017,42.3758736547,-72.5009998618,140004
300017,42.3754009387,-72.5010812062,140005
300017,42.3750904966,-72.5011207051,140006
300017,42.3742576912,-72.5012703678,140007
300017,42.3741672728,-72.5012541321,140008
300017,42.3740800492,-72.5011861325,140009
300017,42.3740394711,-72.5011188716,140010
300017,42.3740105446,-72.5009740735,140011
300017,42.3736255031,-72.5010716074,140012
300017,42.3728832448,-72.5012227008,140013
300017,42.3722260457,-72.5013751373,140014
300017,42.3693737688,-72.5021219402,140015
300017,42.3693191132,-72.5017806047,140016
300017,42.3693104926,-72.5016675951,140017
300017,42.3693104926,-72.5016675951,150001
300017,42.3692648694,-72.5010766026,150002
300017,42.369229124,-72.4995069189,150003
300017,42.3692440651,-72.4993665265,150004
300017,42.3692751799,-72.4992596963,150005
300017,42.3693252122,-72.4991864717,150006
300017,42.369391547,-72.4991320083,150007
300017,42.3697951515,-72.4991087779,150008
300017,42.370193637,-72.4991061909,150009
300017,42.370193637,-72.4991061909,160001
300017,42.3706129822,-72.4991031933,160002
300017,42.3707229615,-72.4990790248,160003
300017,42.3708056308,-72.4990396214,160004
300017,42.3709246452,-72.4989230743,160005
300017,42.3712355558,-72.4985134879,160006
300017,42.3702023601,-72.4974054384,160007
300017,42.3700041116,-72.4971654612,160008
300017,42.3696590411,-72.4967677388,160009
300017,42.3694634069,-72.4965426099,160010
300017,42.3689530414,-72.4959017434,160011
300017,42.3682855451,-72.495025271,160012
300017,42.3676502009,-72.4942381384,160013
300017,42.3662361466,-72.4924211337,160014
300017,42.3652399006,-72.4911584299,160015
300017,42.3648734955,-72.4906864265,160016
300017,42.3641916982,-72.4898727502,160017
300017,42.3637756434,-72.489429589,160018
300017,42.363293575,-72.4890039034,160019
300017,42.3629746104,-72.4887583917,160020
300017,42.3629018485,-72.4886991584,160021
300017,42.3629018485,-72.4886991584,170001
300017,42.362279694,-72.4881924785,170002
300017,42.3617917518,-72.4878111245,170003
300017,42.3615248862,-72.4875701383,170004
300017,42.360933437,-72.4870983721,170005
300017,42.3599828414,-72.4862657938,170006
300017,42.3590134129,-72.4853885454,170007
300017,42.3586488402,-72.4850202542,170008
300017,42.3583662023,-72.484697644,170009
300017,42.3581107488,-72.4844050604,170010
300017,42.3579574268,-72.48420324,170011
300017,42.3579574268,-72.48420324,180001
300017,42.3575354425,-72.4836486962,180002
300017,42.3571317302,-72.4830430132,180003
300017,42.3568235446,-72.4824980219,180004
300017,42.3566505597,-72.4821882348,180005
300017,42.3565023315,-72.4819036237,180006
300017,42.3565023315,-72.4819036237,190001
300017,42.3563454612,-72.4816025999,190002
300017,42.355793539,-72.4803545512,190003
300017,42.355605283,-72.4799039408,190004
300017,42.3552880915,-72.4791257435,190005
300017,42.3549434875,-72.4783434302,190006
300017,42.3546884511,-72.4776772061,190007
300017,42.3540104132,-72.4760868926,190008
300017,42.353615192,-72.4751225403,190009
300017,42.3534966092,-72.475191009,190010
300017,42.3534357105,-72.4752529671,190011
300017,42.3533882174,-72.4753521298,190012
300017,42.3533681944,-72.4754480162,190013
300017,42.3533691181,-72.4756626194,190014
300017,42.3533961928,-72.4760293182,190015
300017,42.353398793,-72.4762402476,190016
300019,42.405893251,-72.532467827,10001
300019,42.4050945157,-72.5323333267,10002
300019,42.4049380845,-72.5323344747,10003
300019,42.4048955898,-72.5318709239,10004
300019,42.4048908432,-72.5314820468,10005
300019,42.404906354,-72.5312823458,10006
300019,42.4049672392,-72.5308882442,10007
300019,42.4049672392,-72.5308882442,20001
300019,42.4049879241,-72.5307541677,20002
300019,42.4050316012,-72.5304734625,20003
300019,42.4051067582,-72.5297415203,20004
300019,42.4045554481,-72.5297103222,20005
300019,42.4042017596,-72.5296749382,20006
300019,42.4039474119,-72.5295782251,20007
300019,42.4034698916,-72.5292742258,20008
300019,42.403215875,-72.5291097605,20009
300019,42.403215875,-72.5291097605,30001
300019,42.4027605023,-72.5288146451,30002
300019,42.4023321702,-72.5285336739,30003
300019,42.4020864168,-72.5283963785,30004
300019,42.4013892878,-72.5280999335,30005
300019,42.4010363261,-72.5279831143,30006
300019,42.4007925222,-72.5279347183,30007
300019,42.4001943014,-72.5279323959,30008
300019,42.4000679529,-72.5279451517,30009
300019,42.3991696294,-72.5280527273,30010
300019,42.3987659557,-72.5280831876,30011
300019,42.3982171236,-72.5280816671,30012
300019,42.3981348086,-72.5280803284,30013
300019,42.3981348086,-72.5280803284,40001
300019,42.3980305431,-72.5280786328,40002
300019,42.3977042588,-72.5280474096,40003
300019,42.3974387025,-72.5279764477,40004
300019,42.3972226673,-72.527891482,40005
300019,42.396820779,-72.5277220429,40006
300019,42.3960663243,-72.5273913774,40007
300019,42.3951507424,-72.5269729498,40008
300019,42.3934369611,-72.5259895787,40009
300019,42.3934369611,-72.5259895787,50001
300019,42.3931986092,-72.5258528029,50002
300019,42.3930481603,-72.5257985316,50003
300019,42.3922684441,-72.525530435,50004
300019,42.3918578585,-72.5254127125,50005
300019,42.3913046593,-72.5252852746,50006
300019,42.3909066231,-72.5252066303,50007
300019,42.3909066231,-72.5252066303,60001
300019,42.3898555114,-72.5249989351,60002
300019,42.3894995709,-72.5249080199,60003
300019,42.3886796833,-72.5245282414,60004
300019,42.3883058207,-72.5242926669,60005
300019,42.387946138,-72.5240054989,60006
300019,42.3878391046,-72.5238830851,60007
300019,42.3878391046,-72.5238830851,70001
300019,42.3877722781,-72.5238064853,70002
300019,42.3873441844,-72.5231887529,70003
300019,42.3871461879,-72.5229264222,70004
300019,42.3869206538,-72.5226747531,70005
300019,42.3867355859,-72.5225014776,70006
300019,42.3865471162,-72.5224021837,70007
300019,42.3863467501,-72.5224063473,70008
300019,42.3861625839,-72.5224403869,70009
300019,42.3860002039,-72.5224932874,70010
300019,42.3858047992,-72.5225567586,70011
300019,42.3857107712,-72.5223294328,70012
300019,42.3855811057,-72.5220978298,70013
300019,42.3854914138,-72.5220001354,70014
300019,42.3852543105,-72.5218149199,70015
300019,42.3850741702,-72.5217046598,70016
300019,42.384306667,-72.5212961826,70017
300019,42.3833125069,-72.5207619037,70018
300019,42.3829451478,-72.5205657131,70019
300019,42.3829451478,-72.5205657131,80001
300019,42.3828618414,-72.5205214305,80002
300019,42.3822534109,-72.5201229513,80003
300019,42.3819893253,-72.519885496,80004
300019,42.381662918,-72.5195582021,80005
300019,42.3814512922,-72.5192845823,80006
300019,42.380401799,-72.5194194237,80007
300019,42.3801131378,-72.5194776939,80008
300019,42.3800003778,-72.5195054871,80009
300019,42.3797471765,-72.5195880172,80010
300019,42.3797471765,-72.5195880172,90001
300019,42.3795792902,-72.5196430516,90002
300019,42.3792460056,-72.5197820301,90003
300019,42.3786124603,-72.5200494116,90004
300019,42.378030929,-72.5200215249,90005
300019,42.3779102326,-72.5200158769,90006
300019,42.3779102326,-72.5200158769,100001
300019,42.3775508871,-72.519998977,100002
300019,42.3771640704,-72.5199853355,100003
300019,42.3758284074,-72.5198971723,100004
300019,42.3756143873,-72.5198937207,100005
300019,42.3756583335,-72.5193011374,100006
300019,42.3756583335,-72.5193011374,110001
300019,42.3756767418,-72.5190508671,110002
300019,42.3757346343,-72.5187112951,110003
300019,42.3757684864,-72.5182973126,110004
300019,42.3758060133,-72.5168470686,110005
300019,42.3758293121,-72.5157630079,110006
300019,42.3758407124,-72.5150932839,110007
300019,42.3758734884,-72.5132432372,110008
300019,42.3758760631,-72.5129508879,110009
300019,42.3758847032,-72.512281119,110010
300019,42.3758752528,-72.5119204762,110011
300019,42.3758752528,-72.5119204762,120001
300019,42.3758744027,-72.5118923339,120002
300019,42.3758554462,-72.5115515254,120003
300019,42.3758539388,-72.5114108579,120004
300019,42.3758415419,-72.5109480168,120005
300019,42.3758345136,-72.5108109622,120006
300019,42.3758276152,-72.5106591052,120007
300019,42.3757996946,-72.5100886835,120008
300019,42.3757974233,-72.5097222344,120009
300019,42.3757670108,-72.5084966726,120010
300019,42.3757346084,-72.5074968495,120011
300019,42.3757346084,-72.5074968495,130001
300019,42.3757346084,-72.5074968495,130002
300019,42.3757194195,-72.5070376671,130003
300019,42.3756979399,-72.5063563168,130004
300019,42.3756631308,-72.5053157456,130005
300019,42.3756652327,-72.5050752056,130006
300019,42.375691095,-72.5046277799,130007
300019,42.3757822929,-72.503926013,130008
300019,42.37605877,-72.5021168381,130009
300019,42.3761863315,-72.5015233432,130010
300019,42.3761863315,-72.5015233432,140001
300019,42.3762761318,-72.5011061639,140002
300019,42.3759696252,-72.5010087832,140003
300019,42.3758736547,-72.5009998618,140004
300019,42.3754009387,-72.5010812062,140005
300019,42.3750904966,-72.5011207051,140006
300019,42.3742576912,-72.5012703678,140007
300019,42.3741672728,-72.5012541321,140008
300019,42.3740800492,-72.5011861325,140009
300019,42.3740394711,-72.5011188716,140010
300019,42.3740105446,-72.5009740735,140011
300019,42.3736255031,-72.5010716074,140012
300019,42.3728832448,-72.5012227008,140013
300019,42.3722260457,-72.5013751373,140014
300019,42.3693737688,-72.5021219402,140015
300019,42.3693191132,-72.5017806047,140016
300019,42.3693104926,-72.5016675951,140017
300019,42.3693104926,-72.5016675951,150001
300019,42.3692648694,-72.5010766026,150002
300019,42.369229124,-72.4995069189,150003
300019,42.3692440651,-72.4993665265,150004
300019,42.3692751799,-72.4992596963,150005
300019,42.3693252122,-72.4991864717,150006
300019,42.369391547,-72.4991320083,150007
300019,42.3697951515,-72.4991087779,150008
300019,42.370193637,-72.4991061909,150009
300019,42.370193637,-72.4991061909,160001
300019,42.3706129822,-72.4991031933,160002
300019,42.3707229615,-72.4990790248,160003
300019,42.3708056308,-72.4990396214,160004
300019,42.3709246452,-72.4989230743,160005
300019,42.3712355558,-72.4985134879,160006
300019,42.3702023601,-72.4974054384,160007
300019,42.3700041116,-72.4971654612,160008
300019,42.3696590411,-72.4967677388,160009
300019,42.3694634069,-72.4965426099,160010
300019,42.3689530414,-72.4959017434,160011
300019,42.3682855451,-72.495025271,160012
300019,42.3676502009,-72.4942381384,160013
300019,42.3662361466,-72.4924211337,160014
300019,42.3652399006,-72.4911584299,160015
300019,42.3648734955,-72.4906864265,160016
300019,42.3641916982,-72.4898727502,160017
300019,42.3637756434,-72.489429589,160018
300019,42.363293575,-72.4890039034,160019
300019,42.3629746104,-72.4887583917,160020
300019,42.3629018485,-72.4886991584,160021
300019,42.3629018485,-72.4886991584,170001
300019,42.362279694,-72.4881924785,170002
300019,42.3617917518,-72.4878111245,170003
300019,42.3615248862,-72.4875701383,170004
300019,42.360933437,-72.4870983721,170005
300019,42.3599828414,-72.4862657938,170006
300019,42.3590134129,-72.4853885454,170007
300019,42.3586488402,-72.4850202542,170008
300019,42.3583662023,-72.484697644,170009
300019,42.3581107488,-72.4844050604,170010
300019,42.3579574268,-72.48420324,170011
300019,42.3579574268,-72.48420324,180001
300019,42.3575354425,-72.4836486962,180002
300019,42.3571317302,-72.4830430132,180003
300019,42.3568235446,-72.4824980219,180004
300019,42.3566505597,-72.4821882348,180005
300019,42.3565023315,-72.4819036237,180006
300019,42.3565023315,-72.4819036237,190001
300019,42.3563454612,-72.4816025999,190002
300019,42.355793539,-72.4803545512,190003
300019,42.3554210341,-72.4805929741,190004
300019,42.3553524372,-72.4805919108,190005
300019,42.3552651379,-72.4805313588,190006
300019,42.3550910754,-72.4803473652,190007
300019,42.3545914058,-72.4800510311,190008
300019,42.3542387383,-72.4798938733,190009
300019,42.3540558758,-72.4797763454,190010
300019,42.353859735,-72.4796068149,190011
300019,42.3537024808,-72.47938239,190012
300019,42.3536404428,-72.4792556355,190013
300019,42.3535574615,-72.4790101627,190014
300019,42.3535151971,-72.478817118,190015
300019,42.3534476341,-72.4783720948,190016
300019,42.3533854313,-72.4779419546,190017
300019,42.3533612952,-72.4775531015,190018
300019,42.3533993881,-72.4762994538,190019
300019,42.3533990592,-72.47627355,190020
300020,42.405893251,-72.532467827,10001
300020,42.4050945157,-72.5323333267,10002
300020,42.4049380845,-72.5323344747,10003
300020,42.4048955898,-72.5318709239,10004
300020,42.4048908432,-72.5314820468,10005
300020,42.404906354,-72.5312823458,10006
300020,42.4049672392,-72.5308882442,10007
300020,42.4049672392,-72.5308882442,20001
300020,42.4049879241,-72.5307541677,20002
300020,42.4050316012,-72.5304734625,20003
300020,42.4051067582,-72.5297415203,20004
300020,42.4045554481,-72.5297103222,20005
300020,42.4042017596,-72.5296749382,20006
300020,42.4039474119,-72.5295782251,20007
300020,42.4034698916,-72.5292742258,20008
300020,42.403215875,-72.5291097605,20009
300020,42.403215875,-72.5291097605,30001
300020,42.4027605023,-72.5288146451,30002
300020,42.4023321702,-72.5285336739,30003
300020,42.4020864168,-72.5283963785,30004
300020,42.4013892878,-72.5280999335,30005
300020,42.4010363261,-72.5279831143,30006
300020,42.4007925222,-72.5279347183,30007
300020,42.4001943014,-72.5279323959,30008
300020,42.4000679529,-72.5279451517,30009
300020,42.3991696294,-72.5280527273,30010
300020,42.3987659557,-72.5280831876,30011
300020,42.3982171236,-72.5280816671,30012
300020,42.3981348086,-72.5280803284,30013
300020,42.3981348086,-72.5280803284,40001
300020,42.3980305431,-72.5280786328,40002
300020,42.3977042588,-72.5280474096,40003
300020,42.3974387025,-72.5279764477,40004
300020,42.3972226673,-72.527891482,40005
300020,42.396820779,-72.5277220429,40006
300020,42.3960663243,-72.5273913774,40007
300020,42.3951507424,-72.5269729498,40008
300020,42.3934369611,-72.5259895787,40009
300020,42.3934369611,-72.5259895787,50001
300020,42.3931986092,-72.5258528029,50002
300020,42.3930481603,-72.5257985316,50003
300020,42.3922684441,-72.525530435,50004
300020,42.3918578585,-72.5254127125,50005
300020,42.3913046593,-72.5252852746,50006
300020,42.3909066231,-72.5252066303,50007
300020,42.3909066231,-72.5252066303,60001
300020,42.3898555114,-72.5249989351,60002
300020,42.3894995709,-72.5249080199,60003
300020,42.3886796833,-72.5245282414,60004
300020,42.3883058207,-72.5242926669,60005
300020,42.387946138,-72.5240054989,60006
300020,42.3878391046,-72.5238830851,60007
300020,42.3878391046,-72.5238830851,70001
300020,42.3877722781,-72.5238064853,70002
300020,42.3873441844,-72.5231887529,70003
300020,42.3871461879,-72.5229264222,70004
300020,42.3869206538,-72.5226747531,70005
300020,42.3867355859,-72.5225014776,70006
300020,42.3865471162,-72.5224021837,70007
300020,42.3863467501,-72.5224063473,70008
300020,42.3861625839,-72.5224403869,70009
300020,42.3860002039,-72.5224932874,70010
300020,42.3858047992,-72.5225567586,70011
300020,42.3857107712,-72.5223294328,70012
300020,42.3855811057,-72.5220978298,70013
300020,42.3854914138,-72.5220001354,70014
300020,42.3852543105,-72.5218149199,70015
300020,42.3850741702,-72.5217046598,70016
300020,42.384306667,-72.5212961826,70017
300020,42.3833125069,-72.5207619037,70018
300020,42.3829451478,-72.5205657131,70019
300020,42.3829451478,-72.5205657131,80001
300020,42.3828618414,-72.5205214305,80002
300020,42.3822534109,-72.5201229513,80003
300020,42.3819893253,-72.519885496,80004
300020,42.381662918,-72.5195582021,80005
300020,42.3814512922,-72.5192845823,80006
300020,42.380401799,-72.5194194237,80007
300020,42.3801131378,-72.5194776939,80008
300020,42.3800003778,-72.5195054871,80009
300020,42.3797471765,-72.5195880172,80010
300020,42.3797471765,-72.5195880172,90001
300020,42.3795792902,-72.5196430516,90002
300020,42.3792460056,-72.5197820301,90003
300020,42.3786124603,-72.5200494116,90004
300020,42.378030929,-72.5200215249,90005
300020,42.3779102326,-72.5200158769,90006
300020,42.3779102326,-72.5200158769,100001
300020,42.3775508871,-72.519998977,100002
300020,42.3771640704,-72.5199853355,100003
300020,42.3758284074,-72.5198971723,100004
300020,42.3756143873,-72.5198937207,100005
300020,42.3756583335,-72.5193011374,100006
300020,42.3756583335,-72.5193011374,110001
300020,42.3756767418,-72.5190508671,110002
300020,42.3757346343,-72.5187112951,110003
300020,42.3757684864,-72.5182973126,110004
300020,42.3758060133,-72.5168470686,110005
300020,42.3758293121,-72.5157630079,110006
300020,42.3758407124,-72.5150932839,110007
300020,42.3758734884,-72.5132432372,110008
300020,42.3758760631,-72.5129508879,110009
300020,42.3758847032,-72.512281119,110010
300020,42.3758752528,-72.5119204762,110011
300020,42.3758752528,-72.5119204762,120001
300020,42.3758744027,-72.5118923339,120002
300020,42.3758554462,-72.5115515254,120003
300020,42.3758539388,-72.5114108579,120004
300020,42.3758415419,-72.5109480168,120005
300020,42.3758345136,-72.5108109622,120006
300020,42.3758276152,-72.5106591052,120007
300020,42.3757996946,-72.5100886835,120008
300020,42.3757974233,-72.5097222344,120009
300020,42.3757670108,-72.5084966726,120010
300020,42.3757346084,-72.5074968495,120011
300020,42.3757346084,-72.5074968495,130001
300020,42.3757346084,-72.5074968495,130002
300020,42.3757194195,-72.5070376671,130003
300020,42.3756979399,-72.5063563168,130004
300020,42.3756631308,-72.5053157456,130005
300020,42.3756652327,-72.5050752056,130006
300020,42.375691095,-72.5046277799,130007
300020,42.3757822929,-72.503926013,130008
300020,42.37605877,-72.5021168381,130009
300020,42.3761863315,-72.5015233432,130010
300020,42.3761863315,-72.5015233432,140001
300020,42.3762761318,-72.5011061639,140002
300020,42.3759696252,-72.5010087832,140003
300020,42.3758736547,-72.5009998618,140004
300020,42.3754009387,-72.5010812062,140005
300020,42.3750904966,-72.5011207051,140006
300020,42.3742576912,-72.5012703678,140007
300020,42.3741672728,-72.5012541321,140008
300020,42.3740800492,-72.5011861325,140009
300020,42.3740394711,-72.5011188716,140010
300020,42.3740105446,-72.5009740735,140011
300020,42.3736255031,-72.5010716074,140012
300020,42.3728832448,-72.5012227008,140013
300020,42.3722260457,-72.5013751373,140014
300020,42.3693737688,-72.5021219402,140015
300020,42.3693191132,-72.5017806047,140016
300020,42.3693104926,-72.5016675951,140017
300020,42.3693104926,-72.5016675951,150001
300020,42.3692648694,-72.5010766026,150002
300020,42.369229124,-72.4995069189,150003
300020,42.3692440651,-72.4993665265,150004
300020,42.3692751799,-72.4992596963,150005
300020,42.3693252122,-72.4991864717,150006
300020,42.369391547,-72.4991320083,150007
300020,42.3697951515,-72.4991087779,150008
300020,42.370193637,-72.4991061909,150009
300020,42.370193637,-72.4991061909,160001
300020,42.3706129822,-72.4991031933,160002
300020,42.3707229615,-72.4990790248,160003
300020,42.3708056308,-72.4990396214,160004
300020,42.3709246452,-72.4989230743,160005
300020,42.3712355558,-72.4985134879,160006
300020,42.3702023601,-72.4974054384,160007
300020,42.3700041116,-72.4971654612,160008
300020,42.3696590411,-72.4967677388,160009
300020,42.3694634069,-72.4965426099,160010
300020,42.3689530414,-72.4959017434,160011
300020,42.3682855451,-72.495025271,160012
300020,42.3676502009,-72.4942381384,160013
300020,42.3662361466,-72.4924211337,160014
300020,42.3652399006,-72.4911584299,160015
300020,42.3648734955,-72.4906864265,160016
300020,42.3641916982,-72.4898727502,160017
300020,42.3637756434,-72.489429589,160018
300020,42.363293575,-72.4890039034,160019
300020,42.3629746104,-72.4887583917,160020
300020,42.3629018485,-72.4886991584,160021
300020,42.3629018485,-72.4886991584,170001
300020,42.362279694,-72.4881924785,170002
300020,42.3617917518,-72.4878111245,170003
300020,42.3615248862,-72.4875701383,170004
300020,42.360933437,-72.4870983721,170005
300020,42.3599828414,-72.4862657938,170006
300020,42.3590134129,-72.4853885454,170007
300020,42.3586488402,-72.4850202542,170008
300020,42.3583662023,-72.484697644,170009
300020,42.3582689629,-72.4848367342,170010
300020,42.3579737392,-72.4853427496,170011
300020,42.3579405592,-72.4853718334,170012
300020,42.3578826525,-72.4854042321,170013
300020,42.3578003364,-72.4854029498,170014
300020,42.3571349068,-72.4852371829,170015
300020,42.3569455796,-72.4852342342,170016
300020,42.3568040572,-72.4854170308,170017
300020,42.3567709405,-72.485438715,170018
300020,42.3567022169,-72.4854524445,170019
300020,42.3566283226,-72.4854290934,170020
300020,42.3565767279,-72.4853653896,170021
300020,42.3565661011,-72.4853245241,170022
300020,42.3565661011,-72.4853245241,170023
300020,42.3565661011,-72.4853245241,180001
300020,42.3565661011,-72.4853245241,180002
300020,42.3565767279,-72.4853653896,180003
300020,42.3566283226,-72.4854290934,180004
300020,42.3567022169,-72.4854524445,180005
300020,42.3567709405,-72.485438715,180006
300020,42.3568040572,-72.4854170308,180007
300020,42.3569455796,-72.4852342342,180008
300020,42.3571349068,-72.4852371829,180009
300020,42.3578003364,-72.4854029498,180010
300020,42.3578826525,-72.4854042321,180011
300020,42.3579405592,-72.4853718334,180012
300020,42.3579737392,-72.4853427496,180013
300020,42.3582689629,-72.4848367342,180014
300020,42.3583662023,-72.484697644,180015
300020,42.3581107488,-72.4844050604,180016
300020,42.3579574268,-72.48420324,180017
300020,42.3579574268,-72.48420324,190001
300020,42.3575354425,-72.4836486962,190002
300020,42.3571317302,-72.4830430132,190003
