shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
B60083,42.1079931238,-72.5769973345,100004
B60083,42.1079861738,-72.5768608506,100005
B60083,42.1083094637,-72.5761892899,100006
B60083,42.1083094637,-72.5761892899,110001
B60083,42.1092653204,-72.5742030782,110002
B60083,42.1093365943,-72.5742116551,110003
B60083,42.1093996363,-72.5742200927,110004
B60083,42.1096709777,-72.5742578532,110005
B60083,42.109868543,-72.574261195,110006
B60083,42.110211132,-72.5736371046,110007
B60083,42.110211132,-72.5736371046,120001
B60083,42.1102873581,-72.5734979681,120002
B60083,42.1111988186,-72.5719985307,120003
B60083,42.1112968752,-72.5718431726,120004
B60083,42.1112968752,-72.5718431726,130001
B60083,42.1115943916,-72.5713712547,130002
B60083,42.1116612118,-72.5712691802,130003
B60083,42.1118358391,-72.5710841507,130004
B60083,42.1122648743,-72.5706933188,130005
B60083,42.1126908553,-72.5703061161,130006
B60083,42.1126908553,-72.5703061161,140001
B60083,42.1131007824,-72.5699333812,140002
B60083,42.1139699225,-72.5691408099,140003
B60083,42.1144084179,-72.5687353674,140004
B60083,42.1144084179,-72.5687353674,150001
B60083,42.1145374212,-72.5686159023,150002
B60083,42.1149747141,-72.5682214902,150003
B60083,42.1153068761,-72.5679174546,150004
B60083,42.1157525357,-72.5675084296,150005
B60083,42.1160265404,-72.5672605427,150006
B60083,42.1160265404,-72.5672605427,160001
B60083,42.1161649231,-72.5671357002,160002
B60083,42.1164112985,-72.5669076192,160003
B60083,42.116949608,-72.5664216225,160004
B60083,42.116949608,-72.5664216225,170001
B60083,42.1169565263,-72.5664154723,170002
B60083,42.1171502504,-72.5662417931,170003
B60083,42.1174853224,-72.5659193551,170004
B60083,42.1180697155,-72.5653467535,170005
B60083,42.1183534046,-72.565060306,170006
B60083,42.1183534046,-72.565060306,180001
B60083,42.1185185209,-72.5648935114,180002
B60083,42.1186099281,-72.5648028899,180003
B60083,42.1187124139,-72.5647013953,180004
B60083,42.119460235,-72.5639656299,180005
B60083,42.1201234847,-72.5633227997,180006
B60083,42.1201234847,-72.5633227997,190001
B60083,42.1201968702,-72.5632517777,190002
B60083,42.1209865591,-72.5624392662,190003
B60083,42.1216678272,-72.5617760624,190004
B60083,42.1217306753,-72.5617166571,190005
B60083,42.1217306753,-72.5617166571,200001
B60083,42.1221938589,-72.5612798239,200002
B60083,42.1225673663,-72.5609542902,200003
B60083,42.123542196,-72.5602402906,200004
B60083,42.123542196,-72.5602402906,210001
B60083,42.1240235331,-72.5598874207,210002
B60083,42.1243920684,-72.5596539493,210003
B60083,42.1243920684,-72.5596539493,220001
B60083,42.1246418969,-72.5594959115,220002
B60083,42.1250421232,-72.5592482181,220003
B60083,42.1252712011,-72.5591082638,220004
B60083,42.1256652247,-72.558908019,220005
B60083,42.1256652247,-72.558908019,230001
B60083,42.1259246886,-72.5587763107,230002
B60083,42.1266967443,-72.5583836544,230003
B60083,42.1271020475,-72.5581802706,230004
B60083,42.1275046403,-72.5579731524,230005
B60083,42.1276976367,-72.5578768274,230006
B60083,42.1283654866,-72.5574750401,230007
B60083,42.1285590267,-72.5573197333,230008
B60083,42.1287947804,-72.5570508388,230009
B60083,42.1301930686,-72.5551127175,230010
B60083,42.13035744,-72.5548463088,230011
B60083,42.1304777038,-72.5546012872,230012
B60083,42.1306964817,-72.5540887589,230013
B60083,42.130998255,-72.5532052285,230014
B60083,42.1311905352,-72.5525890187,230015
B60083,42.1312652978,-72.5522178807,230016
B60083,42.1313336507,-72.5513489028,230017
B60083,42.1314561327,-72.550561931,230018
B60083,42.1316097129,-72.5499745644,230019
B60083,42.1316652501,-72.5497538985,230020
B60083,42.1316652501,-72.5497538985,240001
B60083,42.1321565644,-72.5477972435,240002
B60083,42.1322291067,-72.5473670665,240003
B60083,42.1323527223,-72.546152407,240004
B60083,42.1323561393,-72.5460787239,240005
B60083,42.132362233,-72.5460124589,240006
B60083,42.1324121583,-72.545353314,240007
B60083,42.1324622141,-72.5446794224,240008
B60083,42.1324512517,-72.5446777672,240009
B60083,42.1324512517,-72.5446777672,250001
B60083,42.1324622141,-72.5446794224,250002
B60083,42.1325298381,-72.5438841485,250003
B60083,42.1325785428,-72.5433577115,250004
B60083,42.1326394957,-72.5426913697,250005
B60083,42.1326608501,-72.5424557536,250006
B60083,42.13266721,-72.5423599965,250007
B60083,42.1326734356,-72.5422789851,250008
B60083,42.1326734356,-72.5422789851,250009
B60083,42.1326734356,-72.5422789851,260001
B60083,42.1326768837,-72.542201615,260002
B60083,42.1327277922,-72.5414318708,260003
B60083,42.1327369622,-72.5413287856,260004
B60083,42.13272358,-72.5409893635,260005
B60083,42.1326870732,-72.5407786069,260006
B60083,42.1326155705,-72.5405532664,260007
B60083,42.1326155705,-72.5405532664,270001
B60083,42.1324869661,-72.5401485414,270002
B60083,42.1321805074,-72.5391406693,270003
B60083,42.1319136963,-72.5382993676,270004
B60083,42.1316467789,-72.5374691321,270005
B60083,42.1315723747,-72.5372301102,270006
B60083,42.1315723747,-72.5372301102,280001
B60083,42.1312387596,-72.5361573033,280002
B60083,42.131156163,-72.5358831253,280003
B60083,42.1309854798,-72.535334682,280004
B60083,42.1307818997,-72.5347820186,280005
B60083,42.1307604473,-72.534726366,280006
B60083,42.1307389948,-72.5346707134,280007
B60083,42.1310716799,-72.5345113314,280008
B60083,42.1310716799,-72.5345113314,290001
B60083,42.1323321304,-72.5339076683,290002
B60083,42.1327873465,-72.5336422449,290003
B60083,42.1328702309,-72.5335809155,290004
B60083,42.1332141402,-72.5331809435,290005
B60083,42.1332513548,-72.5331321432,290006
B60083,42.1332513548,-72.5331321432,300001
B60083,42.1335807307,-72.5327002215,300002
B60083,42.1347113042,-72.5311884679,300003
B60083,42.1349285513,-72.5308343473,300004
B60083,42.1351142176,-72.5305128957,300005
B60083,42.1351142176,-72.5305128957,310001
B60083,42.1352407828,-72.5302937227,310002
B60083,42.1356045869,-72.5296635942,310003
B60083,42.1356045869,-72.5296635942,320001
B60083,42.1357425829,-72.5294243239,320002
B60083,42.1359905048,-72.5290153813,320003
B60083,42.136284841,-72.5286329978,320004
B60083,42.1370936622,-72.527709178,320005
B60083,42.1370936622,-72.527709178,330001
B60083,42.1394446631,-72.5250237502,330002
B60083,42.1394446631,-72.5250237502,340001
B60083,42.1396620424,-72.5247754122,340002
B60083,42.1398449246,-72.5245792456,340003
B60083,42.1401653015,-72.5243521099,340004
B60083,42.1404352322,-72.5242421556,340005
B60083,42.1404958302,-72.5242173214,340006
B60083,42.141856622,-72.523649277,340007
B60083,42.1419117056,-72.5236273028,340008
B60083,42.1419117056,-72.5236273028,350001
B60083,42.1421127662,-72.5235464696,350002
B60083,42.1429583256,-72.5232060975,350003
B60083,42.1433417451,-72.5229873349,350004
B60083,42.1435934208,-72.5227701346,350005
B60083,42.14390318,-72.5225022415,350006
B60083,42.1442272174,-72.5221718859,350007
B60083,42.1447726779,-72.5216312063,350008
B60083,42.1452314958,-72.5212661333,350009
B60083,42.1458071028,-72.52072961,350010
B60083,42.1462230344,-72.5203417086,350011
B60083,42.1462230344,-72.5203417086,360001
B60083,42.1463827072,-72.520193077,360002
B60083,42.1469388389,-72.5196857238,360003
B60083,42.1474119736,-72.5192529983,360004
B60083,42.1474119736,-72.5192529983,370001
B60083,42.1475254142,-72.519149348,370002
B60083,42.1480953592,-72.5186311347,370003
B60083,42.1486735993,-72.5181056694,370004
B60083,42.1493217177,-72.5175296838,370005
B60083,42.1493217177,-72.5175296838,380001
B60083,42.1494481318,-72.5174173842,380002
B60083,42.1497856123,-72.5171166931,380003
B60083,42.1508815778,-72.516079481,380004
B60083,42.1508995672,-72.5160624353,380005
B60083,42.1508995672,-72.5160624353,390001
B60083,42.151858596,-72.5151472853,390002
B60083,42.1524532509,-72.5146257079,390003
B60083,42.1534021976,-72.5137630938,390004
B60083,42.1536398612,-72.513545599,390005
B60083,42.1536398612,-72.513545599,400001
B60083,42.1536401356,-72.5135456033,400002
B60083,42.1536788772,-72.5135093402,400003
B60083,42.1547077488,-72.5126073974,400004
B60083,42.1550400583,-72.5123003035,400005
B60083,42.1550400583,-72.5123003035,410001
B60083,42.1559832997,-72.5114290457,410002
B60083,42.1562241397,-72.5111931423,410003
B60083,42.1562823161,-72.5111313675,410004
B60083,42.1563166536,-72.5110965065,410005
B60083,42.1563166536,-72.5110965065,420001
B60083,42.1566644637,-72.5107428017,420002
B60083,42.1567560877,-72.5106225449,420003
B60083,42.1568647604,-72.5104361685,420004
B60083,42.1570019126,-72.5101322168,420005
B60083,42.1570978394,-72.5098349845,420006
B60083,42.1572065275,-72.5093350929,420007
B60083,42.1572444718,-72.5090775089,420008
B60083,42.1572251297,-72.5087806546,420009
B60083,42.1572251297,-72.5087806546,430001
B60083,42.1572226973,-72.5087452074,430002
B60083,42.1570033989,-72.5064375919,430003
B60083,42.1570033989,-72.5064375919,440001
B60083,42.1569765085,-72.5061557423,440002
B60083,42.1567940679,-72.5041146596,440003
B60083,42.1567940679,-72.5041146596,450001
B60083,42.1567490816,-72.5036108553,450002
B60083,42.1576286051,-72.503458786,450003
B60083,42.1586674077,-72.5032944768,450004
B60083,42.159047851,-72.5032230332,450005
B60083,42.159047851,-72.5032230332,460001
B60083,42.1591374658,-72.5032060074,460002
B60083,42.1596486187,-72.5031255634,460003
B60083,42.1594769198,-72.5011052294,460004
B60083,42.1594625609,-72.5009581999,460005
B60083,42.1594625609,-72.5009581999,470001
B60083,42.1592402815,-72.4986597066,470002
B60083,42.1592222854,-72.4984572935,470003
B60083,42.1592222854,-72.4984572935,480001
B60083,42.1590579127,-72.4965949695,480002
B60083,42.1590088546,-72.4962401041,480003
B60083,42.1586423889,-72.4948290452,480004
B60083,42.1585838872,-72.4946130907,480005
B60083,42.1585838872,-72.4946130907,490001
B60083,42.1584376295,-72.4940733905,490002
B60083,42.1583073952,-72.4935844755,490003
B60083,42.158134597,-72.4929399821,490004
B60083,42.1578450817,-72.4918289265,490005
B60083,42.1578405318,-72.4918155771,490006
B60083,42.1578405318,-72.4918155771,500001
B60083,42.1577060318,-72.4914062745,500002
B60083,42.1575606315,-72.491083112,500003
B60083,42.1569446437,-72.4898943216,500004
B60083,42.1569446437,-72.4898943216,510001
B60083,42.1560589689,-72.4881853579,510002
B60083,42.1560589689,-72.4881853579,520001
B60083,42.1559383062,-72.4879522222,520002
B60083,42.1558147209,-72.4876441695,520003
B60083,42.1556988459,-72.4870780576,520004
B60083,42.1556574824,-72.4867823511,520005
B60083,42.1556051271,-72.4861692815,520006
B60083,42.155651851,-72.485203676,520007
B60083,42.1560072187,-72.4850469072,520008
B60083,42.1562692593,-72.4848923765,520009
B60083,42.1566360776,-72.484680457,520010
B60083,42.1567050889,-72.4846335792,520011
B60083,42.1567547656,-72.4846011548,520012
B60083,42.1568212229,-72.4845321071,520013
B60083,42.1571056895,-72.4843225946,520014
B60083,42.1571666587,-72.4842534612,520015
B60083,42.1572034703,-72.4841212505,520016
B60083,42.1571411917,-72.4837034984,520017
B60083,42.1567978768,-72.4824552017,520018
B60083,42.156622272,-72.4818107115,520019
B60083,42.1565747753,-72.4815886763,520020
B60083,42.1565626658,-72.4814003837,520021
B60083,42.1565749677,-72.4812456636,520022
B60083,42.1566015889,-72.4810210864,520023
B60083,42.156479144,-72.4789721685,520024
B60083,42.1564715059,-72.4785810874,520025
B60083,42.156426649,-72.4771157601,520026
B60083,42.156426649,-72.4771157601,530001
B60083,42.1564157316,-72.4767545046,530002
B60083,42.1563926779,-72.4759168996,530003
B60083,42.1563612921,-72.4750902323,530004
B60083,42.1563109118,-72.474237456,530005
B60083,42.1562577812,-72.473384639,530006
B60083,42.156242303,-72.4731066714,530007
B60083,42.1543142394,-72.473190705,530008
B60083,42.1542715491,-72.4723679502,530009
B60084,42.1048537586,-72.5968695401,10001
B60084,42.105075627,-72.5972581286,10002
B60084,42.1055839115,-72.5966256432,10003
B60084,42.1053029139,-72.5961637991,10004
B60084,42.1051654051,-72.5959071322,10005
B60084,42.1052194792,-72.5957053673,10006
B60084,42.1049331662,-72.5952250112,10007
B60084,42.1048466984,-72.5950834751,10008
B60084,42.1048116259,-72.5950202187,10009
B60084,42.1046968729,-72.5949666449,10010
B60084,42.1045279483,-72.5945509704,10011
B60084,42.104323259,-72.5941730099,10012
B60084,42.104323259,-72.5941730099,20001
B60084,42.1042097235,-72.5939631998,20002
B60084,42.1040781552,-72.593658735,20003
B60084,42.1039058839,-72.5933056613,20004
B60084,42.1037256609,-72.5929229701,20005
B60084,42.1035347069,-72.5925142993,20006
B60084,42.1033904562,-72.5922155192,20007
B60084,42.1033904562,-72.5922155192,30001
B60084,42.1032817295,-72.5919903201,30002
B60084,42.1029292947,-72.5912472044,30003
B60084,42.1025938801,-72.590445425,30004
B60084,42.1028379006,-72.5898931375,30005
B60084,42.1029526792,-72.5896846774,30006
B60084,42.1029526792,-72.5896846774,40001
B60084,42.1030529366,-72.5895025015,40002
B60084,42.1031363069,-72.5893933728,40003
B60084,42.103837781,-72.5886425401,40004
B60084,42.1030227628,-72.5873350355,40005
B60084,42.1030227628,-72.5873350355,50001
B60084,42.1029646422,-72.5872419085,50002
B60084,42.1020510952,-72.5857595499,50003
B60084,42.1026086029,-72.5851389004,50004
B60084,42.1027220737,-72.5850096435,50005
B60084,42.1027220737,-72.5850096435,60001
B60084,42.1036042902,-72.5840068293,60002
B60084,42.1036042902,-72.5840068293,70001
B60084,42.1037516057,-72.5838390814,70002
B60084,42.1041876367,-72.5832937193,70003
B60084,42.1044596104,-72.5828870711,70004
B60084,42.1044596104,-72.5828870711,80001
B60084,42.1049114124,-72.5822115023,80002
B60084,42.1053737667,-72.5814933528,80003
B60084,42.1062309772,-72.5801413777,80004
B60084,42.1062309772,-72.5801413777,90001
B60084,42.1067861924,-72.5792655631,90002
B60084,42.1069370398,-72.5790134578,90003
B60084,42.1069370398,-72.5790134578,100001
B60084,42.1072601979,-72.5784738586,100002
B60084,42.107324558,-72.5783422724,100003
B60084,42.1079931238,-72.5769973345,100004
B60084,42.1079861738,-72.5768608506,100005
B60084,42.1083094637,-72.5761892899,100006
B60084,42.1083094637,-72.5761892899,110001
B60084,42.1092653204,-72.5742030782,110002
B60084,42.1093365943,-72.5742116551,110003
B60084,42.1093996363,-72.5742200927,110004
B60084,42.1096709777,-72.5742578532,110005
B60084,42.109868543,-72.574261195,110006
B60084,42.110211132,-72.5736371046,110007
B60084,42.110211132,-72.5736371046,120001
B60084,42.1102873581,-72.5734979681,120002
B60084,42.1111988186,-72.5719985307,120003
B60084,42.1112968752,-72.5718431726,120004
B60084,42.1112968752,-72.5718431726,130001
B60084,42.1115943916,-72.5713712547,130002
B60084,42.1116612118,-72.5712691802,130003
B60084,42.1118358391,-72.5710841507,130004
B60084,42.1122648743,-72.5706933188,130005
B60084,42.1126908553,-72.5703061161,130006
B60084,42.1126908553,-72.5703061161,140001
B60084,42.1131007824,-72.5699333812,140002
B60084,42.1139699225,-72.5691408099,140003
B60084,42.1144084179,-72.5687353674,140004
B60084,42.1144084179,-72.5687353674,150001
B60084,42.1145374212,-72.5686159023,150002
B60084,42.1149747141,-72.5682214902,150003
B60084,42.1153068761,-72.5679174546,150004
B60084,42.1157525357,-72.5675084296,150005
B60084,42.1160265404,-72.5672605427,150006
B60084,42.1160265404,-72.5672605427,160001
B60084,42.1161649231,-72.5671357002,160002
B60084,42.1164112985,-72.5669076192,160003
B60084,42.116949608,-72.5664216225,160004
B60084,42.116949608,-72.5664216225,170001
B60084,42.1169565263,-72.5664154723,170002
B60084,42.1171502504,-72.5662417931,170003
B60084,42.1174853224,-72.5659193551,170004
B60084,42.1180697155,-72.5653467535,170005
B60084,42.1183534046,-72.565060306,170006
B60084,42.1183534046,-72.565060306,180001
B60084,42.1185185209,-72.5648935114,180002
B60084,42.1186099281,-72.5648028899,180003
B60084,42.1187124139,-72.5647013953,180004
B60084,42.119460235,-72.5639656299,180005
B60084,42.1201234847,-72.5633227997,180006
B60084,42.1201234847,-72.5633227997,190001
B60084,42.1201968702,-72.5632517777,190002
B60084,42.1209865591,-72.5624392662,190003
B60084,42.1216678272,-72.5617760624,190004
B60084,42.1217306753,-72.5617166571,190005
B60084,42.1217306753,-72.5617166571,200001
B60084,42.1221938589,-72.5612798239,200002
B60084,42.1225673663,-72.5609542902,200003
B60084,42.123542196,-72.5602402906,200004
B60084,42.123542196,-72.5602402906,210001
B60084,42.1240235331,-72.5598874207,210002
B60084,42.1243920684,-72.5596539493,210003
B60084,42.1243920684,-72.5596539493,220001
B60084,42.1246418969,-72.5594959115,220002
B60084,42.1250421232,-72.5592482181,220003
B60084,42.1252712011,-72.5591082638,220004
B60084,42.1256652247,-72.558908019,220005
B60084,42.1256652247,-72.558908019,230001
B60084,42.1259246886,-72.5587763107,230002
B60084,42.1266967443,-72.5583836544,230003
B60084,42.1271020475,-72.5581802706,230004
B60084,42.1275046403,-72.5579731524,230005
B60084,42.1276976367,-72.5578768274,230006
B60084,42.1283654866,-72.5574750401,230007
B60084,42.1285590267,-72.5573197333,230008
B60084,42.1287947804,-72.5570508388,230009
B60084,42.1301930686,-72.5551127175,230010
B60084,42.13035744,-72.5548463088,230011
B60084,42.1304777038,-72.5546012872,230012
B60084,42.1306964817,-72.5540887589,230013
B60084,42.130998255,-72.5532052285,230014
B60084,42.1311905352,-72.5525890187,230015
B60084,42.1312652978,-72.5522178807,230016
B60084,42.1313336507,-72.5513489028,230017
B60084,42.1314561327,-72.550561931,230018
B60084,42.1316097129,-72.5499745644,230019
B60084,42.1316652501,-72.5497538985,230020
B60084,42.1316652501,-72.5497538985,240001
B60084,42.1321565644,-72.5477972435,240002
B60084,42.1322291067,-72.5473670665,240003
B60084,42.1323527223,-72.546152407,240004
B60084,42.1323561393,-72.5460787239,240005
B60084,42.132362233,-72.5460124589,240006
B60084,42.1324121583,-72.545353314,240007
B60084,42.1324622141,-72.5446794224,240008
B60084,42.1324512517,-72.5446777672,240009
B60084,42.1324512517,-72.5446777672,250001
B60084,42.1324622141,-72.5446794224,250002
B60084,42.1325298381,-72.5438841485,250003
B60084,42.1325785428,-72.5433577115,250004
B60084,42.1326394957,-72.5426913697,250005
B60084,42.1326608501,-72.5424557536,250006
B60084,42.13266721,-72.5423599965,250007
B60084,42.1326734356,-72.5422789851,250008
B60084,42.1326734356,-72.5422789851,250009
B60084,42.1326734356,-72.5422789851,260001
B60084,42.1326768837,-72.542201615,260002
B60084,42.1327277922,-72.5414318708,260003
B60084,42.1327369622,-72.5413287856,260004
B60084,42.13272358,-72.5409893635,260005
B60084,42.1326870732,-72.5407786069,260006
B60084,42.1326155705,-72.5405532664,260007
B60084,42.1326155705,-72.5405532664,270001
B60084,42.1324869661,-72.5401485414,270002
B60084,42.1321805074,-72.5391406693,270003
B60084,42.1319136963,-72.5382993676,270004
B60084,42.1316467789,-72.5374691321,270005
B60084,42.1315723747,-72.5372301102,270006
B60084,42.1315723747,-72.5372301102,280001
B60084,42.1312387596,-72.5361573033,280002
B60084,42.131156163,-72.5358831253,280003
B60084,42.1309854798,-72.535334682,280004
B60084,42.1307818997,-72.5347820186,280005
B60084,42.1307604473,-72.534726366,280006
B60084,42.1307389948,-72.5346707134,280007
B60084,42.1310716799,-72.5345113314,280008
B60084,42.1310716799,-72.5345113314,290001
B60084,42.1323321304,-72.5339076683,290002
B60084,42.1327873465,-72.5336422449,290003
B60084,42.1328702309,-72.5335809155,290004
B60084,42.1332141402,-72.5331809435,290005
B60084,42.1332513548,-72.5331321432,290006
B60084,42.1332513548,-72.5331321432,300001
B60084,42.1335807307,-72.5327002215,300002
B60084,42.1347113042,-72.5311884679,300003
B60084,42.1349285513,-72.5308343473,300004
B60084,42.1351142176,-72.5305128957,300005
B60084,42.1351142176,-72.5305128957,310001
B60084,42.1352407828,-72.5302937227,310002
B60084,42.1356045869,-72.5296635942,310003
B60084,42.1356045869,-72.5296635942,320001
B60084,42.1357425829,-72.5294243239,320002
B60084,42.1359905048,-72.5290153813,320003
B60084,42.136284841,-72.5286329978,320004
B60084,42.1370936622,-72.527709178,320005
B60084,42.1370936622,-72.527709178,330001
B60084,42.1394446631,-72.5250237502,330002
B60084,42.1394446631,-72.5250237502,340001
B60084,42.1396620424,-72.5247754122,340002
B60084,42.1398449246,-72.5245792456,340003
B60084,42.1401653015,-72.5243521099,340004
B60084,42.1404352322,-72.5242421556,340005
B60084,42.1404958302,-72.5242173214,340006
B60084,42.141856622,-72.523649277,340007
B60084,42.1419117056,-72.5236273028,340008
B60084,42.1419117056,-72.5236273028,350001
B60084,42.1421127662,-72.5235464696,350002
B60084,42.1429583256,-72.5232060975,350003
B60084,42.1433417451,-72.5229873349,350004
B60084,42.1435934208,-72.5227701346,350005
B60084,42.14390318,-72.5225022415,350006
B60084,42.1442272174,-72.5221718859,350007
B60084,42.1447726779,-72.5216312063,350008
B60084,42.1452314958,-72.5212661333,350009
B60084,42.1458071028,-72.52072961,350010
B60084,42.1462230344,-72.5203417086,350011
B60084,42.1462230344,-72.5203417086,360001
B60084,42.1463827072,-72.520193077,360002
B60084,42.1469388389,-72.5196857238,360003
B60084,42.1474119736,-72.5192529983,360004
B60084,42.1474119736,-72.5192529983,370001
B60084,42.1475254142,-72.519149348,370002
B60084,42.1480953592,-72.5186311347,370003
B60084,42.1486735993,-72.5181056694,370004
B60084,42.1493217177,-72.5175296838,370005
B60084,42.1493217177,-72.5175296838,380001
B60084,42.1494481318,-72.5174173842,380002
B60084,42.1497856123,-72.5171166931,380003
B60084,42.1508815778,-72.516079481,380004
B60084,42.1508995672,-72.5160624353,380005
B60084,42.1508995672,-72.5160624353,390001
B60084,42.151858596,-72.5151472853,390002
B60084,42.1524532509,-72.5146257079,390003
B60084,42.1534021976,-72.5137630938,390004
B60084,42.1536398612,-72.513545599,390005
B60084,42.1536398612,-72.513545599,400001
B60084,42.1536401356,-72.5135456033,400002
B60084,42.1536788772,-72.5135093402,400003
B60084,42.1547077488,-72.5126073974,400004
B60084,42.1550400583,-72.5123003035,400005
B60084,42.1550400583,-72.5123003035,410001
B60084,42.1559832997,-72.5114290457,410002
B60084,42.1562241397,-72.5111931423,410003
B60084,42.1562823161,-72.5111313675,410004
B60084,42.1563166536,-72.5110965065,410005
B60084,42.1563166536,-72.5110965065,420001
B60084,42.1566644637,-72.5107428017,420002
B60084,42.1567560877,-72.5106225449,420003
B60084,42.1568647604,-72.5104361685,420004
B60084,42.1570019126,-72.5101322168,420005
B60084,42.1570978394,-72.5098349845,420006
B60084,42.1572065275,-72.5093350929,420007
B60084,42.1572444718,-72.5090775089,420008
B60084,42.1572251297,-72.5087806546,420009
B60084,42.1572251297,-72.5087806546,430001
B60084,42.1572226973,-72.5087452074,430002
B60084,42.1570033989,-72.5064375919,430003
B60084,42.1570033989,-72.5064375919,440001
B60084,42.1569765085,-72.5061557423,440002
B60084,42.1567940679,-72.5041146596,440003
B60084,42.1567940679,-72.5041146596,450001
B60084,42.1567490816,-72.5036108553,450002
B60084,42.1576286051,-72.503458786,450003
B60084,42.1586674077,-72.5032944768,450004
B60084,42.159047851,-72.5032230332,450005
B60084,42.159047851,-72.5032230332,460001
B60084,42.1591374658,-72.5032060074,460002
B60084,42.1596486187,-72.5031255634,460003
B60084,42.1594769198,-72.5011052294,460004
B60084,42.1594625609,-72.5009581999,460005
B60084,42.1594625609,-72.5009581999,470001
B60084,42.1592402815,-72.4986597066,470002
B60084,42.1592222854,-72.4984572935,470003
B60084,42.1592222854,-72.4984572935,480001
B60084,42.1590579127,-72.4965949695,480002
B60084,42.1590088546,-72.4962401041,480003
B60084,42.1586423889,-72.4948290452,480004
B60084,42.1585838872,-72.4946130907,480005
B60084,42.1585838872,-72.4946130907,490001
B60084,42.1584376295,-72.4940733905,490002
B60084,42.1583073952,-72.4935844755,490003
B60084,42.158134597,-72.4929399821,490004
B60084,42.1578450817,-72.4918289265,490005
B60084,42.1578405318,-72.4918155771,490006
B60084,42.1578405318,-72.4918155771,500001
B60084,42.1577060318,-72.4914062745,500002
B60084,42.1575606315,-72.491083112,500003
B60084,42.1569446437,-72.4898943216,500004
B60084,42.1569446437,-72.4898943216,510001
B60084,42.1560589689,-72.4881853579,510002
B60084,42.1560589689,-72.4881853579,520001
B60084,42.1559383062,-72.4879522222,520002
B60084,42.1558147209,-72.4876441695,520003
B60084,42.1556988459,-72.4870780576,520004
B60084,42.1556574824,-72.4867823511,520005
B60084,42.1556051271,-72.4861692815,520006
B60084,42.155651851,-72.485203676,520007
B60084,42.1560072187,-72.4850469072,520008
B60084,42.1562692593,-72.4848923765,520009
B60084,42.1566360776,-72.484680457,520010
B60084,42.1567050889,-72.4846335792,520011
B60084,42.1567547656,-72.4846011548,520012
B60084,42.1568212229,-72.4845321071,520013
B60084,42.1571056895,-72.4843225946,520014
B60084,42.1571666587,-72.4842534612,520015
B60084,42.1572034703,-72.4841212505,520016
B60084,42.1571411917,-72.4837034984,520017
B60084,42.1567978768,-72.4824552017,520018
B60084,42.156622272,-72.4818107115,520019
B60084,42.1565747753,-72.4815886763,520020
B60084,42.1565626658,-72.4814003837,520021
B60084,42.1565749677,-72.4812456636,520022
B60084,42.1572279765,-72.4810060573,520023
B60084,42.1572279765,-72.4810060573,530001
B60084,42.1579349434,-72.4807466247,530002
B60084,42.1589647246,-72.48034943,530003
B60084,42.159345122,-72.4802173566,530004
B60084,42.159345122,-72.4802173566,540001
B60084,42.1594932084,-72.4801657917,540002
B60084,42.1597628436,-72.4800851203,540003
B60084,42.1600319426,-72.4800671452,540004
B60084,42.1604540739,-72.4801253046,540005
B60084,42.1623311756,-72.4804493914,540006
B60084,42.1633642354,-72.4806313462,540007
B60084,42.164635705,-72.4808538801,540008
B60084,42.1657811721,-72.4810486526,540009
B60084,42.1658824151,-72.4810834179,540010
B60084,42.166108934,-72.4812307871,540011
B60084,42.1662830646,-72.4814068583,540012
B60084,42.1665062075,-72.4816279557,540013
B60084,42.1667296975,-72.4818084819,540014
B60084,42.1668390774,-72.4818544416,540015
B60084,42.1670176253,-72.4818350707,540016
B60084,42.1671879728,-72.4818118839,540017
B60084,42.1673501832,-72.4817775042,540018
B60084,42.1676116819,-72.4816856368,540019
B60084,42.1677027699,-72.4816243333,540020
B60084,42.1679152875,-72.4814837501,540021
B60084,42.1688544569,-72.4807715342,540022
B60084,42.1690638789,-72.4813133749,540023
B60084,42.1691336751,-72.4814952188,540024
B60084,42.1692088643,-72.4816882138,540025
B60084,42.1690621486,-72.4818039939,540026
B60086,42.1542715491,-72.4723679502,10001
B60086,42.1542184358,-72.4713495626,10002
B60086,42.1561433334,-72.4712503026,10003
B60086,42.1561651895,-72.4716829072,10004
B60086,42.1562101009,-72.4725355953,10005
B60086,42.156242303,-72.4731066714,10006
B60086,42.1562577812,-72.473384639,10007
B60086,42.1563109118,-72.474237456,10008
B60086,42.1563612921,-72.4750902323,10009
B60086,42.1563926779,-72.4759168996,10010
B60086,42.1564157316,-72.4767545046,10011
B60086,42.1564316366,-72.4772711155,10012
B60086,42.1564316366,-72.4772711155,20001
B60086,42.1564715059,-72.4785810874,20002
B60086,42.156479144,-72.4789721685,20003
B60086,42.1566015889,-72.4810210864,20004
B60086,42.1565749677,-72.4812456636,20005
B60086,42.1565626658,-72.4814003837,20006
B60086,42.1565747753,-72.4815886763,20007
B60086,42.156622272,-72.4818107115,20008
B60086,42.1567667488,-72.4823407497,20009
B60086,42.1567667488,-72.4823407497,30001
B60086,42.1567978768,-72.4824552017,30002
B60086,42.1571411917,-72.4837034984,30003
B60086,42.1573120262,-72.4842630925,30004
B60086,42.1568320404,-72.4845507167,30005
B60086,42.1567547656,-72.4846011548,30006
B60086,42.1567050889,-72.4846335792,30007
B60086,42.1566360776,-72.484680457,30008
